LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2023-11-16 20:51:57,1900-01-00 00:00:00,,AE:0C:ED:EE:11:D1,-63, ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:57,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:57,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:57,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:58,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:58,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:58,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:58,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:58,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:58,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:59,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:59,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:59,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:59,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:51:59,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:00,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:00,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:00,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:00,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:01,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:01,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:01,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:02,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:02,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:03,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:03,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:03,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:03,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:04,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:04,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:04,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:04,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:04,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:04,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:04,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:05,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:05,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:05,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:05,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:05,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:05,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:05,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:05,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:05,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:06,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:06,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:06,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:06,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:06,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:06,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:06,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:06,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:07,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:07,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:07,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:07,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:07,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:07,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:08,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:08,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:08,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-16 20:52:08,1900-01-00 00:00:00,Galaxy F14 5G 9C2E,AE:0C:ED:EE:11:D1,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
